Name,Description,Category
,The difference between Lahore and Karachi biryani is ____.,
,The difference between winning and losing is ____.,
,The Discovery Channel presents: ____ week.,
,"The doctor asked my sister to say ""Aaaaah,"" and ran screaming from the room when he saw ____.",
,The doctor looked up my borther's nose and found ____.,
,"The doctor told us it would be a girl, but to our horror, what came out was ____.",
,The drones that deliver groceries today wil carry ____ tomorrow.,
,The Nikkah Khutbah is so long because of ____.,
,The tea contains a potent dose of ____. Can you feel it yet?,
,The elders of the village recommend ____ as a cure for baldness.,
,The emperor's new ____.,
,The medicine actually works better if you chase it with ____.,
,The ER could not belive they had to remove ____ from ____'s nose.,
,"The Eskimos may have fifty words for ""snow"" but they don't have one for ____.",
,The eyes are windows to ____.,
,"The JF-17 Thunder may be the most lethal fighter on the planet, but it's no match for ____.",
,The family reunion got awkward when we brought up grandma's love of ____.,
,The store room is frequently used for committing unspeakeable acts involving ____ and ____.,
,The fastest route to parental PTSD.,
,The fastest way to embarrass your kids is to tell their friends about ____.,
,"The fault, dear Brutus, is not in our stars, but in ____.",
,"The few, the proud, ____.",
,The final event of the Best Jawan Competition involves the competitors paying homage to ____.,
,The final protector of law and order wil be ____.,
,"The fire alarm didn't wake me, but ____ sure did.",
,The firefighters have secret orders to let ____ burn.,
,The first rishta meeting went so well... So why did the second rishta meeting end?,
,"The first five years are the hardest. After that, it’s all ____.",
,The first issue the couple tackles in marriage counseling will be ____.,
,The first message we received from another planet was just a request for ____.,
,The first drama I watched prominently featured ____.,
,The first rule of Fight Club is: don't talk about Fight Club. The second rule of Fight Club is: don't talk about ____.,
,The first settlers on Mars will need to bring a whole lot of ____,
,the first thing Helen Keller learned to sign was ____,
,"The first time I met up with someone off an App, we ____ (ed).",
,"The Five Stages of Grief: denial, anger, bargaining, ____, acceptance.",
,"The Four Horsemen of the Apocalypse: Pestilence, War, Famine, and ____.",
,"The four shifts at Desert Bus: Dawn Guard, Alpha Flight, Night Watch and ____.",
,The Edhi Foundation is launching a small grants program to eradicate ____.,
,"The gifts got switched, so I accidentally gave my niece ____ for her 10th birthday.",
,The government have now passed a new law which makes ____ compulsory.,
,The government of Pakistan has declared that access to ____ is a basic human right.,
,The greatest cosplay ever: ____.,
,The greatest force for destruction of the 21st century is ____.,
,The greatest lie ever told was ____.,
,The Jawan Diet: - 1 part ____; - 2 parts ____; - And a dash of ____.,
,The Sharifs have been selling ____ to the children of Lahore.,
,The hardest part of my life was when I was dealing with ____.,
,The Rangers interrogate suspect by repeatedly subjecting them to ____.,
,The hills are alive with the sound of ____.,
,the horse that won the Kentucky Derby last year was called ____,
,The hot guy I always think about has ____.,
,The hot new nightclub in town is called ____.,
,The hottest new Hum TV drama of the year: ____: The Musical.,
,The human race is ____.,
,The humanitarian situation in Kashmir reminds me of ____.,
,The Luddi Dance is your chance to ____.,
,The idea of getting married is bearable if I'm allowed to be ____.,
,The ideal way to punish those assholes who throw trash off the ship is to force-feed them ____.,
,The incredible awesomeness of ____.,
,The internet now makes ____ obsolete.,
,"The irony is that Ayn Rand's books were really about ____, the whole time.",
,The Government has spent billions of rupees researching ____.,
,The PM is loose. And by PM I mean ____.,
,the Yoga position I'd like to try is called ____,
,The key to a successful marriage is ____.,
,The key to being the ideal Jawan is ____.,
,"The kid playing Richard III accidentally yelled, ""My kingdom for a ____!""",
,"The King is dead, long live ____.",
,"The last house party I went to, I walked in on (insert name) and (insert name) doing ____.",
,The last mile is paved with ____.,
,The last thing I remember last night is when I tried to ____.,
,the last thing I remember the dentist telling me was ____,
,The last thing I want to show up on my doorstep on a Friday night is ____.,
,the last thing Koko the gorilla signed to the world was ____,
,The last thing you will see before you die: ____.,
,"The last three items on my ""bucket list"":",
,"The last time ""Insert Name"" was stuck in an elevator he/she survived by eating ____.",
,"The last time I ____, I was ____ all night long.",
,"The last time I did a Monster Under the Bed check, I found ____.",
,"The last time I got ____ed, I was 100% ____.",
,"The last time I misbehaved, my Ami punished me with ____. I won't do that again.",
,The last time I went to Hyperstar I walked out with ____,
,The latest 20/20 episode: The War on ____.,
,"The latest university scandal: a party where the theme was ""____.""",
,The latest miracle is a statue whose eyes bleed when in the presence of ____.,
,The latest Zubaida Aapa DIY video is about making ____ with only wire and ____.,
,The latest TLP sign: ALLAH HATES ____.,
,The little ____ that could.,
,"The little known 11th commandment is ""thou shalt not ____"".",
,The little-known eighth deadly sin: ____.,
,The local butcher sells delicious meat made from ____.,
,"The Lord said, ""Let there be ____.""",
,"The low point of the wedding was when the bride's uncle gave a long, incoherent toast about ____.",
,The magazine cover featured ____ as well as ____.,
,The main life lesson I learned in school was ____,
,The main reason for my social anxiety is ____.,
,The Army ensurs ____ is hand delivered to needy children around the world.,
,"The Mayan calendar predicts ____, starting about 20 minutes ago.",
,The Mayor was really smoking ____ in that video,
,"The Nishan-e-Haider is normally given out for exceptional bravery. However, my great-grandfather Earl got it because he was ____ in WWII.",
,The meek shall inherit the ____.,
,The Mile High Club? Amateur. I joined the ____ club last year.,
,The military is set apart from other professions because Jawans must be prepared to use ____.,
,The military is stepping up its efforts on operation ____.,
,The monkeys at the zoo always throw ____ at me when I walk by.,
,The moon is made of ____.,
,The more ____ the Merrier!,
,"The more people I meet, the more ____ sounds like a really good idea.",
,The most awkward moment of my life featured ____ and ____.,
,The most common search on POLITICO?,
,The most controversial game at PAX this year is an 8-bit indie platformer about ____.,
,The most controversial PSL ad last year featured ____ and ____.,
,The most effective way of killing the cast of Love Island is ____ .,
,The most famous person I know is able to ____ while juggling radishes.,
,The most gut-wrenching thing known to man is ____.,
,The most important person in the room on the day I give birth is ____.,
,The most important responsibility of my last position was ____.,
,The most magical moment of motherhood is ____.,
,"The most popular Google search in rural Zambia is ""____.""",
,The most popular Instagram post of the month was ____ covered in ____.,
,The most sought-after endorsement?,
,The most treasured possession from my many adventures are the mummified remains of ____.,
,The most underrated sacrilege of all is ____.,
,The most used app on my cell phone is for ____,
,the motto on our family crest translates to ____,
,the name of Atif Aslam's next Lahore show is ____,
,"The name of the winner for Best Picture? ""____"".",
,The National History Museum has just opened an interactive exhibit on ____.,
,"The neighborhood kid didn't use snow for their snowman, they used ____.",
,The new Amphibious Assault Vehicle is really just a fishing boat filled with ____.,
,The new Toyota Corolla. With the power and space to take ____ everywhere you go.,
,The New Tabdeeli's greatest tool is ____.,
,The new Honda Civic. Built for stability with plenty of cargo space for ____.,
,The new iPhone is called iPhone ____.,
,The new national holiday is called ____ Day.,
,"The new petting zoo inside the GHQ features pony rides, baby goat feeding, and ____.",
,The new Shoaib Mansoor movie takes an unusual look at ____.,
,the new tagline for Joshanda ____,
,The New World Order is really just ____ on steroids.,
,"The newest Army Regulation extensively covers ____, for the new Chief of Staff.",
,The newest chai dhaba in the Defence features ____ on the menu,
,The newest Islamic podcast talks entirely about ____.,
,"The newest Navy Regulation extensively covers ____, a major focal point for the new Commandant.",
,The newest hit naat to hit the Mosque is called ____.,
,The newest intramural sport involves ____.,
,The newest iPhone now includes an app for ____.,
,The newest reality TV star amazed everyone by making a sculpture of ____ out of ____.,
,"The newest religious charity, Edhi's Huge Package, sends ____-themed care packages to troops overseas.",
,The newest revision of the Constitution now allows ____ to more effectively compel compliance.,
,The newest scientific discipline is the study of ____.,
,The next best superhero will have ____ as a special power.,
,The next big scandal will be ____ gate.,
,The next Jirga will be in response to ____.,
,The next executive order will outlaw ____.,
,The next popular TV show will feature ____.,
,The next Minar will be built for ____.,
,The next summer Olympics will feature the new event: ____.,
,The next PSL Final will have a surprise performance by ____.,
,The next travel ban will be aimed at ____.,
,The Health Ministry has revealed that ____ is the most likely cause of death in Pakistan.,
,"The night before a blizzard, always stock up on ____ and ____.",
,The Nobel Peace Prize goes to ____ for ____,
,The NSA wants to talk to me about an email I sent containing these key phrases:,
,The Sultans never should have traded Shahid Afridi for ____.,
,The old argument of “Lollywood” vs. “Bollywood” is mirrored in the real world by “____” vs. “____.”,
,The Olympic Committee are considering ____ as a new sport for the next Olympic games.,
,The ones who hate war the most are the ones who ____.,
,The only mind-altering substance I use is ____.,
,The only reason a few Sailors graduated was because they bribed the cadre with ____.,
,The only reason I would ever re-enlist is if the General granted me unlimited access to ____.,
,The only redeeming quality of PMA Kakul is ____.,
,The only thing better than a peanut butter and jelly sandwich is a ____ and ____ sandwich.,
,"The only thing dumber than removing ""man"" from all Army job titles is ____.",
,The only thing Harambe was truly guilty of was ____.,
,The only thing I can do in the drawing room is ____.,
,the only thing I can say well in a Pashtun accent is ____,
,The only thing The PM truly finds MARVELLOUS is in fact ____.,
,The only thing more rewarding than ____ is ____.,
,The only thing my father got in the divorce was ____.,
,The only thing recruiters love more than lying is ____.,
,The only thing sadder than having BAH taken away is ____.,
,The only thing standing between you and your next promotion is ____.,
,The only thing that can match the intensity of a rickshaw race is ____.,
,The only thing that gets me through my morning commute is ____.,
,The only thing that makes me feel validated as a human being is ____.,
,"The only thing that makes me think this sick, sad world can get any better is ____.",
,The only thing to fear is ____,
,The only thing we have to fear is ____.,
,The only thing worse than ____ is having ____,
,The only thing worse than ____ is ____.,
,The only thing worse than ____ at a wedding is ____.,
,The only thing worse than mindlessly reading Army Regulations is ____.,
,The only thing worse then ____ is ____.,
,The only way is ____. The brutal new reality show coming to Hum TV,
,The Operations Executive got suspended for displaying ____.,
,the parent-teacher conference ended when my ex-wife said ____,
,The pen is mightier than ____.,
,The GHQ? That's a very low-energy building. Our fabulous new Department of Ass-Kicking is going to have ____.,
,"The phrase ""Pakistan Zindabad!"" should be hollered whenever ____ is combined with ____.",
,"The phrase ""Fix Yourself!"" reminds me of ____.",
,The police arrested ____ for illegal use of ____.,
,The PM is writing about ____ right now.,
,The power of ____ compels you!,
,"The PM is currently under fire from the opposing party for his ""extremist stance"" on ____.",
,The PM just declared ____ as a national treasure.,
,The Presidental line of succession under The PM: Sheikh Rasheed. Fawad Chaudhry. ____.,
,The presidential election came down to a choice of either ____ or ____.,
,The Presidential reality show would feature ____.,
,The primary has been 0 days without (a) ____.,
,The problem with society today is ____ and their darn ____.,
,The producers of ____ bring you a heartwarming story about ____.,
,The proposal featured ____.,
,The dealer lied to me. She said that ____ was legal in Lahore.,
,The Pulitzer prize for ____ goes to ____.,
,The quality of service you may receive will depend directly on your ____ and my mood.,
,The real hobby of El Chapo is ____.,
,The real reason for the Political schism.,
,The real reason that Bad Hombres should be kicked out of Pakistan is ____.,
,The real reason they don’t want to go to school today.,
,The reason the ozone layer is decaying is because of ____.,
,"The recruiter promised me an exciting career traveling the world, but it was more like an endless nightmare of ____.",
,The Edhi Foundation is currently providing ____ to poverty stricken areas of Africa,
,"The restaurant was nice, but I was surprised to see ____ on the menu.",
,"The road to ____ is riddled with broken hearts, shattered dreams, and a whole lot of ____.",
,The road to adulting is paved with ____.,
,The road to hell is paved with ____.,
,The road to success is paved with ____.,
,The root of all evil? ____.,
,Aitchison College for boys will be the first in Pakistan to introduce ____.,
,The Lahore Museum has just opened an interactive exhibit on ____.,
,The savvy Lahori's guide to ____.,
,The school counselor wants to talk to us about ____.,
,The school excursion was completely ruined by ____.,
,The school field trip was completely ruined by ____.,
,The school field trip was ruined by ____.,
,The school trip was completely ruined by ____.,
,The Police interrogate suspects by repeatedly subjecting them to ____.,
,The Admiral's plan to ban ____ aboard ships should further accelerate the pussification of the Navy.,
,The secret 11th Commandment is ____.,
,The secret agenda of the ____ is ____.,
,The secret ingredient in ____'s award-winning chili is adding ____.,
,The secret ingredient in my casserole surprise is ____.,
,The secret password is: ____.,
,"The secret to a lasting marriage is communication, communication, and ____.",
,The secret to getting your adopted street dog back into Pakistan is ____.,
,The secret to my success at work is ____.,
,"The secret to my success with women? Well for starters, I'm rich like ____.",
,The self help book I just bought is going to help me deal with ____.,
,The sequel is here! Get Ready for ____2: ____.,
,The sergeant major must be a wizard because he can instantly transform into ____ and ____.,
,The Subedar Major caught me ____ in my barracks room.,
,The Seven Dwarfs' awkward cousin: ____.,
,The severe discomfort in my back was caused by ____,
,The shame that only comes from ____.,
,The sight of ____ always makes me cry like a small child.,
,The sign of true adult maturity:,
,the slogan for my new plumbing company is ____,
,The smell of ____ is nothing compared to ____,
,The smell of ____ reminds me of Eid.,
,The Lok Virsa Museum has just opened an interactive exhibit on ____.,
,The Senior Officer seducing young Soldiers is exhibiting a ____ leadership style.,
,The snozzberries taste like ____.,
,The solution to our economic troubles?,
,"The Lyari Gangs let ""Insert Name"" go free after they found his/her valuable stash of ____.",
,The Pakistani Government has declared that access to ____ is a basic human right.,
,The PCB has banned ____ becuase it resulted in giving players an unfair advantage.,
,The PCB has banned ____ for giving players an unfair advantage.,
,The special ingredient of kheer is ____.,
,The Spirit is leading me to tell you about ____.,
,"The spirit of The General is rumored to haunt the grounds of PMA Kakul, channeling his ghostly energy into ____.",
,The stained glass window in the back of mosque is about ____.,
,"The story of ""Insert Name"" getting his/her first rishta involves that back seat of a car, a security guard, a flashlight, and ____.",
,The story of my life is ____.,
,The students at the University of the Punjab have developed a more economic ____.,
,The sweet sensation of ____.,
,The teacher bent over and saw ____.,
,the team was confused when the Quarterback tried to motivate his players by chanting ____,
,The terrorists won when we had to give up ____.,
,The Punjab Government recently declared that ____ caused the loss at the Battle of 1965.,
,The PIA apologizes for the delay in flight service due to ____.,
,"The theme for next year's Coke Studio is ""We are ____.""",
,The theme for our Mehndi party will be ____.,
,The thing I miss the most about life before children is ____.,
,The thing the birthday party is missing is ____.,
,"The three main causes of Male suicide are, anxiety, depression and ____",
,"The title of my obituary will read ""____.""",
,"The title of my Peace Corps memoir will be ""____.""",
,the title to Atif Aslam's new hit song ____,
,the titled of my rejected TED talk was ____,
,The toilet is clogged with ____.,
,My Dadi left a ____ under my pillow.,
,The top Google auto-complete results for “The PM”: The PM Height. The PM net worth. The PM ____.,
,The top-selling item on OLX is ____ made to look like ____.,
,The topic of the next Paypal Scandal.,
,The true art of seduction lies in using ____ and ____ in a way that ensures ____.,
,The true meaning of love is ____.,
,The true secret to happiness is ____.,
,"The Adiala Jail revamp? Fantastic waterboarding grotto, beautiful cultural humiliation lounge, and ____.",
,The two most awkward topics of conversation during our first rishta meeting? ____ and ____.,
,The two secrets to stress-free parenting are ____ and ____.,
,The two things that happen at every family reunion.,
,The two worst things about Down syndrome are ____ and their hair cut.,
,The Pakistan Army provides ____ to impoverished people all over the world.,
,The Pakistan Army has begun airdropping ____ to the children of Afghanistan.,
,"The Pakistan Navy's new custom fragrance, Eau de Gwadar, smells like a mixture of ____ and ____.",
,The ULTIMATE experience: ____ in VR.,
,The unforgettable memory of ____.,
,The United Nation's new humanitarian mission will deploy ____ to third world countries.,
,The upcoming 4-day affords you the opportunity to do what you're passionate about: ____.,
,The Pakistani Citizens were shocked to discover that ____ was under The PM's hair all along.,
,"The 1971 war wasn't about Bangladesh, it was about ____!",
,"The PNS Himalaya, a new guided-missile destroyer, is the only ship powered solely by ____.",
,The minor sin of ____ is a gateway to the major sin of ____.,
,The very definition of dread: ____.,
,The votes are in Pakistan`s most popular flavour of chips is... ____.,
,"The Sunday Bazaar, where everyone gets ____.",
,"The warm August air was filled with change. Things were different, for Emily was now ____.",
,The JCO Mafia holds secret meetings where they discuss the intricacies of ____.,
,"the weatherman pointed to Gujranwala, Punjab on the map and said ____",
,The wedding cake was shaped like ____.,
,The wedding was perfect... until ____ ruined everything.,
,The TLP is now picketing funerals with signs that read 'ALLAH HATES ____!',
,The whole 2016 election was really a battle between ____ and ____.,
,The word “shohar” comes from the Persian word for ____.,
,The World Health Organization has issued a warning about ____.,
,The world is going to end when ____ falls on the earth and ____ will be everywhere.,
,The World would be a better place if we had more ____.,
,The world would be a better place is ____ and ____ happened.,
,The worldwide conspiracy to leave Pakistan off of maps is a direct result of ____.,
,The worst birthday gift I ever received was ____,
,The worst rishta meeting I ever went on invovled ____ and ended with ____,
,The worst day ever always includes ____.,
,The worst night of my life was the night I spent with ____.,
,the worst conversation starter I've ever heard in a dawat was ____,
,The worst thing about growing up in Pakistan is definitely ____'s ____.,
,The worst thing about the Pakistan Army is ____.,
,The worst thing in my Google search history is ____,
,The worst thing to wake up to on a Saturday morning is ____.,
,The year is 2150. The Prime Minister is ____.,
,The yellow brick road actually leads to ____.,
,The Youth Minister has a tattoo of ____.,
,Their first fight as a married couple was about ____.,
,"Then the princess kissed the frog, and all of a sudden the frog was ____!",
,There are ____ everywhere. And yet they do not contribute to the growth of their own countries.,
,"There are only 3 thing`s women need in life;food, water and ____",
,There are only two things better than running a train on General's daughter: ____ and ____.,
,There are times I think I would kill for ____.,
,There are two things I hate. Racism and ____.,
,"There are two types of people in the world. People who are ____, and people who aren't.",
,There are two types of people in this world. ____ and ____.,
,"There is a new axis of evil: ____, ____, and ____.",
,There is a new smartphone app to help with ____.,
,There is a secret room in the PM House devoted to ____.,
,"There is a small, remote town in Punjab where ____ is totally normal.",
,"There is a video circulating the Internet that does not represent who I am. I made a vile mistake in my youth, and I deeply regret it. Please don't watch the ____ video.",
,There is abundant scientific evidence that for some people vaccination might lead to ____ later in life.,
,It’s just ____ and then you die.,
,There is no way I'm going near Lyari. I might run into ____.,
,There is nothing I wouldn't do for 30 minutes alone with ____.,
,There is nothing worse than seeing ____ in the light of day.,
,There is only one way to handle this Enemy situation ____.,
,there was a recall on the Doll when she was accidentally programmed to say ____,
,There was a riot at the Gearbox panel when they gave the attendees ____.,
,There was way too much ____ during my first time for me to handle.,
,There will be ____ in eternity.,
,There would be no more world conflict if we all learned to ____.,
,There'll be ____ at my frenemy's backyard BBQ.,
,There's a convention for ____? Sign me up!,
,There's a new ____ in town.,
,There's a new anime about four magical high school students and their adventures with ____.,
,There's a new Facebook group for fans of ____ at facebook.com/____.,
,There's a new wedding app you can use for ____.,
,"There's a pot of gold at the end of every rainbow, but what's at the end of Cumberland Falls' moonbow?",
,There's a theory that Shakespeare was actually ____.,
,There's a very fine line between ____ and ____.,
,There's always money in ____.,
,There's been a murder and ____ is the only suspect.,
,There's currently an online auction to buy the world's largest collection of ____.,
,There's just nothing like ____ first thing in the morning.,
,There's just something about ____ that always puts a smile on my face.,
,There's no argument. The most lethal thing on the battlefield is ____ in the hands of a Jawan.,
,There's no gold in State Bank! It's full of ____.,
,There's nothing more mysterious than ____.,
,There's nothing more romantic than ____.,
,"There's nothing that can't be fixed with duct-tape, number 8 wire & ____.",
,There's nothing that can’t be cured by ____.,
,"There's nothing that money can't buy, except ____.""",
,"There's nothing to worry about, the doctor said, ""it's just a simple, routine check for ____.""",
,There’s more concrete proof that____ exists than Naya Pakistan.,
,"These days the kids are calling it ""____.""",
,These days you can just throw together a guitar and some lyrics about ____ and you've got a perfectly good pop song.,
,"these days you say ____ ONE time and suddenly you're an HR ""problem""",
,"These days, naughty kids find ____ in their stocking instead of coal.",
,These don't belong in government.,
,These guys are ready for ____.,
,"They finally released the long-lost book ""Harry Potter and the Tomb of ____""",
,"They Grow up so fast. One minute they`re crawling around trying to say their first words, the next minute they`re ____.",
,They kill us. I beat ____(s) all the time. All the time.,
,"They laughed at me for ____. Well, now look at me.",
,"They may take our lives, but they will never take our ____.",
,They never would have allowed Naswar in KPK without ____.,
,They opened up a Joyland called ____.,
,They said I would find a fun surprise in the cereal box. Instead I found ____.,
,They said that we were insane to try mixing ____ with ____. They thought wrong!,
,They say ____ brings you closer to Allah.,
,They say ____ is the best medicine.,
,"They say ""Keep Lahore Weird,"" but rallying around ____ is taking it a bit too far.",
,They say that ____ is for life not just for ____,
,They should invent an emoji for ____.,
,They should make a movie musical about ____.,
,They told me it aws inappropriate to talk about ____ at my kid's parent-teacher conference.,
,They wrote an article about me in the paper because I grew the worlds longest ____.,
,"They're all talking about ____, but we're ACTUALLY doing it.",
,They're calling up the Rangers to deal with ____.,
,They've announced they'll finally be arming Punjab police with ____.,
,They've discovered an exoplanet capable of supporting ____.,
,Thing The PM never spoke about.,
,things Ali Zafar sings when he finishes ____,
,things said during a medical exam ____,
,things you might scream when you get your legs waxed for the first time,
,things you regret texting your ex after midnight ____,
,things you should never say to your mom ____,
,things you should never whisper while slapping a teammate on the back ____,
,Thinking about ____ to help you stay calm before an interview.,
,This ancient Mughal scroll contains one of the fundamental truths of life: ____ cannot flourish without ____.,
,"This app is basically Muzzmatch, but for ____.",
,This best describes my night each time the power fails in Karachi.,
,This bottle of Pakola has notes of ____ and ____.,
,This Eid give the gift of ____.,
,This COAS will make their mark on heritage by changing ____.,
,This film has been censorrd for graphic depictions of ____ and ____.,
,"This Friday at the Chai Dhaba, it’s ____ Night! Ladies drink free.",
,"This Friday night I've got a meeting with me, myself, and ____.",
,This Eid I am going to dress up as ____.,
,This hashtag will save the world: #____.,
,"This holiday season, Fahad Mustafa must overcome his fear of ____ to save Eid.",
,This is a little embarrassing but I was wondering if you could recommend a doctor who specializes in ____.,
,this is a top secret mission… it's called Operation: ____,
,This is an absolutely hilarious video. Please share it! #____,
,"This is gonna be the best sleepover ever. Once Ami and Abu go to bed, it's time for ____!",
,This is my favorite thing to bring to a party.,
,This is my rifle. There are many like it but this one is ____.,
,This is the dawning of the Age of ____.,
,This is the way the world ends This is the way the world ends Not with a bang but with ____.,
,This is the wettest I've been since having ____.,
,This is your pilot speaking. Please prepare for ____.,
,"This isn't a bruise, it's just ____.",
,This just in: The PM allegedly had a meeting with ____.,
,This looks like a job for ____.,
,This mean girl in my class always brags about ____.,
,This morning when you woke up next to me I thought ____.,
,This morning's hangover is brought to you by ____.,
,"This new guy's breath is so bad, it's like he has ____ stuck in his mouth.",
,"This one time in PMA Kakul, I was caught ____.",
,This one time… at band camp… I saw my best friend ____.,
,This place smells like ____.,
,"This season at Alhamra Arts Council: ""Who's afraid of ____?""",
,"This season at Alhamra, Manto's classic existential play: Waiting for ____.",
,"This season on Man vs. Wild, Bear Grylls must survive in the depths of the Ravi with only ____ and his wits.",
,This season's hottest collectible is ____.,
,This summer has been hotter than ____.,
,This Eid I'm going to start a dinner conversation about ____.,
,"This Eid, I'm most thankful for ____.",
,"This time, Shireen Mazari is protesting a new bill that supports ____.",
,"This week on ""Good Sorts"" we celebrate ____.",
,"This week, Teletubbies teach us about ____.",
,This won't be like negotiating with the IMF. Humans only respond to one thing: ____.,
,"This year at Sunday Bazaar, we are offering ____ at the low price of a dollar a minute.",
,This year I decided to give up ____ for Ramadan.,
,"This year, instead of coal, Santa will be giving naughty children ____.",
,"This year, instead of sweets and mithai in the Eid trolley, we put ____ and ____.",
,"This year's trendiest card game: ""____ Against ____.""",
,Allama Iqbal wrote the most about ____.,
,"Thomas had finally come to accept marriage, but he still is, and always will be, against someone getting married to ____. It's just wrong.",
,Thomas' lesser-known book is about ____.,
,"Those ""thousands and thousands"" of U.S. Muslims The PM says he saw celebrating 9/11? Turns out it was just ____.",
,Those bastards! I was minding my own business when Punjab Police came along and ticketed me for ____.,
,"Though some people think it's shameful or embarrassing, I would never apologize for ____.",
,"Three bullet points from my Shaadi.com profile: ____, ____, and, (most importantly) ____.",
,Three cheers for ____!,
,"Three things in life are certain: death, taxes, and ____.",
,"Three wishes: ____, ____, and more wishes.",
,Throw ____ in the air like you just don't care!,
,Throwing ____ at Sheikh Rasheed.,
,Tie my hands with ____ and then use your ____ on my ____.,
,"Times have changed, sister. If you want to meet people in Lahore, you got to be down for ____.",
,Liberty Chowk is filling up with people protesting ____.,
,Title of a bestselling memoir later revealed to be fabricated:,
,Title of a film that's trying to win an Oscar:,
,"To be ____ or not to be ____, that is the question.",
,"To be, or not to be: that is ____.",
,"To become a true Yanomami warrior, you must prove that you can withstand ____ without crying out.",
,"To boost morale after the floods, The PM gave a guy in a pick-up truck ____.",
,"To celebrate ____, tonight we are (having) ____.",
,To deny the opportunity to any of our daughters and sons solely on the basis of ____ is to deny them the chance to live up to their Allah given potential.,
,"To establish credibility within a team, I often use ____.",
,"To fix Pakistan's crumbling infrastructure, The PM will personally fill every pothole in Pakistan with ____.",
,"To get an audition for this years Pakistan Idol, you`ll need to be able to sing whilst ____.",
,"To get into LUMS, you need a high GPA and a whole lot of ____.",
,"to get into my motel room, knock twice and say ____",
,"To have all my dreams come true, I first need to ____.",
,"To help sick people feel better, Sehat Card will include tax credits for ____.",
,"To improve Pakistan's economy and its health, Haleeb milk will now include 5 times the recommended daily intake of ____.",
,"To improve customer safety, the Orange Line will be banning ____ from all trains",
,"To improve your long term health, it`s advised you should try ____ 3 times a week",
,To infinity and ____!,
,"To keep its ties to Lyari Gangs secret, the FIA routinely bribes government officials with ____ and ____.",
,To last longer in a fight I think about ____.,
,"To maintain his strength and stamina, The PM favors a diet rich in ____.",
,"To me, wedding mean a lifetime of ____.",
,"To protect the integrity of our democracy, voting booths in 2028 will be monitored by ____.",
,"To prove he loved me, he gave me ____.",
,"To raise funds, the county recently started issuing fines for ____.",
,"To show his gratitude to the SSG who saved his life, Captain Phillips gave each of them gifts of ____ and ____.",
,"To stop myself losing too soon, I imagine ____.",
,"To strengthen my relationship, I need ____.",
,"To the surprise of funders, Joseph Mbuntu spent the $10000 USD he received from GiveDirectly on ____.",
,"To this day, Ryan thinks that his Chinese character tattoo translates to “bravery.” No one has the heart to tell him that it really means “____.”",
,"Today at a special court-martial, you were convicted by a military judge, pursuant to your pleas, of 5 specifications of ____.",
,"Today at fusion exchange, I learned ____.",
,"Today at the village school, we're painting a mural of ____.",
,Today I got ____.,
,Today I renounce ____ and accept The PM as ____.,
,"Today on Geo Fit, we introduce a new workout routine called ____",
,Today on Mangobaaz: 10 pictures of ____ That look like ____!,
,"Today on Nida Yasir: ""Help! My son is ____!""",
,"Today on Mythbusters, we found out how long ____ can withstand ____.",
,"Today on the Health Spot, we talk about how ____ can aid in keeping you fit and healthy this winter.",
,"Today on Nida Yasir Show: ""Help! My son is ____!""",
,"Today we honor Edhi, the patron saint of ____.",
,"Today, Daraz.pk received a patent on ____.",
,"Today, more and more relationships end because of ____.",
,Today's annoying attitude is brought to you by ____.,
,Today's bride is comfortable with ____ at her wedding.,
,Today's epic parenting fail.,
,Today's episode of National Geographic will feature ____.,
,"Today's forecast: Cloudy, with a chance of ____.",
,Today's ami-shaming moment is brought to you by ____.,
,Today's parenting win!,
,Today's soup is Cream of ____.,
,Today's Special: ____ with an extra measure of ____.,
,Today's tantrum is brought to you by ____.,
,Today's technical challenge comes from Paul Hollywood. He would like six identical pastries in the shape of ____.,
,Today's to-do list: 1) Bake muffins. 2) Wipe off the counters. 3) Clean up that ____ stain.,
,Tommy looted a dead corpse and found ____.,
,Tonight is the night. The night of ____.,
,"Tonight Ali Zafar, i`m going to be ____.",
,"Tonight on ""My Super Sweet 16,"" Ayesha's parents give her ____.",
,"Tonight on ""Supernatural,"" Sam and Dean are forced to confront ____ using only ____.",
,"Tonight on Sar-e-Aam we're chasing ____, rumoured to be responsible for ____.",
,"Tonight on Public Access Channel 16, ____, a student film about ____.",
,"Tonight on SNICK: ""Are You Afriad of ____?",
,"Tonight on the ""Capital Talk!"" Hamid Mir will be debating ____ on the topic of ____.",
,Tonight the Prime Minister of Pakistan will reveal his stance on ____.,
,Tonight's Final Jeeto Pakistan category is ____.,
,Tonight's top story: What you don't know about ____ could kill you.,
,"Topping this week's non-fiction best-sellers: ""____ : the art of living with ____.""",
,Lahore City Council has voted to cancel the Metro Bus to better fund ____,
,Tossing ____ into the hangi pit.,
,"Tower, this is J-10C requesting ____. ""That's a negative J-10C, the pattern is ____.""",
,"Traditionally, the groom is in charge of ____ at the wedding.",
,Treat yo self to ____.,
,Trick or treat smell my ____.,
,TRIGGER WARNING: ____.,
,True love means ____.,
,True or false? The PM's wives are subject to term limits and ____.,
,The PM and ____: Best Frenemies Forever!,
,The PM and I wouldn't get along because of ____.,
,The PM bans ____ 6 months into his presidency.,
,The PM deported Geo News anchor Hamid Mir from a 2015 press conference for asking about ____.,
,The PM graduated from Oxford in 1975 with a degree in ____.,
